"Resource","Total.Capacity","Current.Census","Available","Current.Utilization","Available.Capacity","Date"
"ICU Beds",278,244,"34",87.8,12.2,2020-11-30 19:12:00
"Ventilators",279,109,"170",39.1,60.9,2020-11-30 19:12:00
"All Hospital Beds",3171,2445,"726",77.1,22.9,2020-12-01 01:12:00
"ICU Beds",278,244,"34",87.8,12.2,2020-12-01 01:12:00
"Ventilators",279,109,"170",39.1,60.9,2020-12-01 01:12:00
"All Hospital Beds",3171,2445,"726",77.1,22.9,2020-12-01 07:12:00
"ICU Beds",278,244,"34",87.8,12.2,2020-12-01 07:12:00
"Ventilators",279,109,"170",39.1,60.9,2020-12-01 07:12:00
"All Hospital Beds",3171,2445,"726",77.1,22.9,2020-12-01 13:12:00
"ICU Beds",278,244,"34",87.8,12.2,2020-12-01 13:12:00
"Ventilators",279,109,"170",39.1,60.9,2020-12-01 13:12:00
"All Hospital Beds",3171,2445,"726",77.1,22.9,2020-12-01 19:12:00
"ICU Beds",278,244,"34",87.8,12.2,2020-12-01 19:12:00
"Ventilators",279,109,"170",39.1,60.9,2020-12-01 19:12:00
"All Hospital Beds",3171,2445,"726",77.1,22.9,2020-12-02 01:12:00
"ICU Beds",278,244,"34",87.8,12.2,2020-12-02 01:12:00
"Ventilators",279,109,"170",39.1,60.9,2020-12-02 01:12:00
"All Hospital Beds",3171,2445,"726",77.1,22.9,2020-12-02 07:12:00
"ICU Beds",278,244,"34",87.8,12.2,2020-12-02 07:12:00
"Ventilators",279,109,"170",39.1,60.9,2020-12-02 07:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-02 13:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-02 13:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-02 13:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-02 19:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-02 19:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-02 19:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-03 01:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-03 01:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-03 01:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-03 07:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-03 07:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-03 07:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-03 13:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-03 13:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-03 13:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-03 18:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-03 18:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-03 18:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-03 19:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-03 19:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-03 19:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-04 01:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-04 01:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-04 01:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-04 07:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-04 07:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-04 07:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-04 13:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-04 13:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-04 13:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-04 19:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-04 19:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-04 19:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-05 01:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-05 01:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-05 01:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-05 07:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-05 07:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-05 07:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-05 13:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-05 13:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-05 13:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-05 18:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-05 18:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-05 18:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-05 19:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-05 19:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-05 19:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-06 07:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-06 07:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-06 07:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-06 12:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-06 12:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-06 12:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-06 13:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-06 13:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-06 13:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-06 19:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-06 19:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-06 19:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-07 01:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-07 01:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-07 01:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-07 07:12:01
"ICU Beds",284,276,"8",97.2,2.8,2020-12-07 07:12:01
"Ventilators",245,96,"149",39.2,60.8,2020-12-07 07:12:01
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-07 13:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-07 13:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-07 13:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-07 18:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-07 18:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-07 18:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-07 19:12:01
"ICU Beds",284,276,"8",97.2,2.8,2020-12-07 19:12:01
"Ventilators",245,96,"149",39.2,60.8,2020-12-07 19:12:01
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-08 01:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-08 01:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-08 01:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-08 07:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-08 07:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-08 07:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-08 13:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-08 13:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-08 13:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-08 19:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-08 19:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-08 19:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-09 01:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-09 01:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-09 01:12:00
"All Hospital Beds",3049,2533,"516",83.1,16.9,2020-12-09 07:12:00
"ICU Beds",284,276,"8",97.2,2.8,2020-12-09 07:12:00
"Ventilators",245,96,"149",39.2,60.8,2020-12-09 07:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-09 13:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-09 13:12:00
"Ventilators",250,115,"135",46,54,2020-12-09 13:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-09 19:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-09 19:12:00
"Ventilators",250,115,"135",46,54,2020-12-09 19:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-10 01:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-10 01:12:00
"Ventilators",250,115,"135",46,54,2020-12-10 01:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-10 07:12:01
"ICU Beds",284,270,"14",95.1,4.9,2020-12-10 07:12:01
"Ventilators",250,115,"135",46,54,2020-12-10 07:12:01
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-10 13:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-10 13:12:00
"Ventilators",250,115,"135",46,54,2020-12-10 13:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-10 18:12:14
"ICU Beds",284,270,"14",95.1,4.9,2020-12-10 18:12:14
"Ventilators",250,115,"135",46,54,2020-12-10 18:12:14
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-10 19:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-10 19:12:00
"Ventilators",250,115,"135",46,54,2020-12-10 19:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-11 00:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-11 00:12:00
"Ventilators",250,115,"135",46,54,2020-12-11 00:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-11 01:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-11 01:12:00
"Ventilators",250,115,"135",46,54,2020-12-11 01:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-11 06:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-11 06:12:00
"Ventilators",250,115,"135",46,54,2020-12-11 06:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-11 07:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-11 07:12:00
"Ventilators",250,115,"135",46,54,2020-12-11 07:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-11 13:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-11 13:12:00
"Ventilators",250,115,"135",46,54,2020-12-11 13:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-11 18:12:11
"ICU Beds",284,270,"14",95.1,4.9,2020-12-11 18:12:11
"Ventilators",250,115,"135",46,54,2020-12-11 18:12:11
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-11 19:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-11 19:12:00
"Ventilators",250,115,"135",46,54,2020-12-11 19:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-12 13:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-12 13:12:00
"Ventilators",250,115,"135",46,54,2020-12-12 13:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-12 19:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-12 19:12:00
"Ventilators",250,115,"135",46,54,2020-12-12 19:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-13 01:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-13 01:12:00
"Ventilators",250,115,"135",46,54,2020-12-13 01:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-13 07:12:01
"ICU Beds",284,270,"14",95.1,4.9,2020-12-13 07:12:01
"Ventilators",250,115,"135",46,54,2020-12-13 07:12:01
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-13 12:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-13 12:12:00
"Ventilators",250,115,"135",46,54,2020-12-13 12:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-13 13:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-13 13:12:00
"Ventilators",250,115,"135",46,54,2020-12-13 13:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-13 19:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-13 19:12:00
"Ventilators",250,115,"135",46,54,2020-12-13 19:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-14 01:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-14 01:12:00
"Ventilators",250,115,"135",46,54,2020-12-14 01:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-14 13:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-14 13:12:00
"Ventilators",250,115,"135",46,54,2020-12-14 13:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-14 19:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-14 19:12:00
"Ventilators",250,115,"135",46,54,2020-12-14 19:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-15 01:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-15 01:12:00
"Ventilators",250,115,"135",46,54,2020-12-15 01:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-15 07:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-15 07:12:00
"Ventilators",250,115,"135",46,54,2020-12-15 07:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-15 13:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-15 13:12:00
"Ventilators",250,115,"135",46,54,2020-12-15 13:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-15 18:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-15 18:12:00
"Ventilators",250,115,"135",46,54,2020-12-15 18:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-15 19:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-15 19:12:00
"Ventilators",250,115,"135",46,54,2020-12-15 19:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-16 01:12:01
"ICU Beds",284,270,"14",95.1,4.9,2020-12-16 01:12:01
"Ventilators",250,115,"135",46,54,2020-12-16 01:12:01
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-16 07:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-16 07:12:00
"Ventilators",250,115,"135",46,54,2020-12-16 07:12:00
"All Hospital Beds",3047,2632,"415",86.38,13.62,2020-12-16 13:12:00
"ICU Beds",284,270,"14",95.1,4.9,2020-12-16 13:12:00
"Ventilators",250,115,"135",46,54,2020-12-16 13:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-16 19:12:01
"ICU Beds",284,259,"25",91.2,8.8,2020-12-16 19:12:01
"Ventilators",250,97,"153",38.8,61.2,2020-12-16 19:12:01
"All Hospital Beds",3048,2561,"487",84,16,2020-12-17 00:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-17 00:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-17 00:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-17 01:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-17 01:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-17 01:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-17 07:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-17 07:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-17 07:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-17 13:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-17 13:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-17 13:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-17 18:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-17 18:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-17 18:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-17 19:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-17 19:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-17 19:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-18 00:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-18 00:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-18 00:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-18 01:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-18 01:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-18 01:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-18 06:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-18 06:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-18 06:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-18 07:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-18 07:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-18 07:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-18 13:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-18 13:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-18 13:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-18 19:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-18 19:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-18 19:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-19 01:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-19 01:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-19 01:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-19 07:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-19 07:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-19 07:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-19 13:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-19 13:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-19 13:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-19 18:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-19 18:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-19 18:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-19 19:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-19 19:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-19 19:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-20 01:12:01
"ICU Beds",284,259,"25",91.2,8.8,2020-12-20 01:12:01
"Ventilators",250,97,"153",38.8,61.2,2020-12-20 01:12:01
"All Hospital Beds",3048,2561,"487",84,16,2020-12-20 07:12:01
"ICU Beds",284,259,"25",91.2,8.8,2020-12-20 07:12:01
"Ventilators",250,97,"153",38.8,61.2,2020-12-20 07:12:01
"All Hospital Beds",3048,2561,"487",84,16,2020-12-20 13:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-20 13:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-20 13:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-20 19:12:01
"ICU Beds",284,259,"25",91.2,8.8,2020-12-20 19:12:01
"Ventilators",250,97,"153",38.8,61.2,2020-12-20 19:12:01
"All Hospital Beds",3048,2561,"487",84,16,2020-12-21 01:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-21 01:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-21 01:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-21 07:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-21 07:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-21 07:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-21 13:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-21 13:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-21 13:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-21 18:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-21 18:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-21 18:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-21 19:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-21 19:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-21 19:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-22 00:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-22 00:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-22 00:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-22 01:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-22 01:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-22 01:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-22 07:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-22 07:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-22 07:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-22 12:17:29
"ICU Beds",284,259,"25",91.2,8.8,2020-12-22 12:17:29
"Ventilators",250,97,"153",38.8,61.2,2020-12-22 12:17:29
"All Hospital Beds",3048,2561,"487",84,16,2020-12-22 13:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-22 13:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-22 13:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-22 18:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-22 18:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-22 18:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-22 19:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-22 19:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-22 19:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-23 00:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-23 00:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-23 00:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-23 01:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-23 01:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-23 01:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-23 07:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-23 07:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-23 07:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-23 12:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-23 12:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-23 12:12:00
"All Hospital Beds",3048,2561,"487",84,16,2020-12-23 13:12:00
"ICU Beds",284,259,"25",91.2,8.8,2020-12-23 13:12:00
"Ventilators",250,97,"153",38.8,61.2,2020-12-23 13:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-23 19:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-23 19:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-23 19:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-24 01:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-24 01:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-24 01:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-24 07:12:01
"ICU Beds",284,262,"22",92.3,7.7,2020-12-24 07:12:01
"Ventilators",255,124,"131",48.6,51.4,2020-12-24 07:12:01
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-24 12:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-24 12:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-24 12:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-24 13:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-24 13:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-24 13:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-24 18:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-24 18:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-24 18:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-24 19:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-24 19:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-24 19:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-25 01:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-25 01:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-25 01:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-25 07:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-25 07:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-25 07:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-25 12:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-25 12:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-25 12:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-25 13:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-25 13:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-25 13:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-25 19:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-25 19:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-25 19:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-26 01:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-26 01:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-26 01:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-26 07:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-26 07:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-26 07:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-26 12:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-26 12:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-26 12:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-26 13:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-26 13:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-26 13:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-26 19:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-26 19:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-26 19:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-27 01:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-27 01:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-27 01:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-27 07:12:00
"ICU Beds",284,262,"22",92.3,7.7,2020-12-27 07:12:00
"Ventilators",255,124,"131",48.6,51.4,2020-12-27 07:12:00
"All Hospital Beds",3048,2485,"563",81.5,18.5,2020-12-27 12:12:00
