"Resource","Total.Capacity","Current.Census","Available","Current.Utilization","Available.Capacity","Date"
"All Hospital Beds",3078,2502,576,81.3,18.7,2021-04-27 01:12:00
"ICU Beds",317,292,25,92.1,7.9,2021-04-27 01:12:00
"Ventilators",258,88,170,34.1,65.9,2021-04-27 01:12:00
"All Hospital Beds",3078,2502,576,81.3,18.7,2021-04-27 07:12:00
"ICU Beds",317,292,25,92.1,7.9,2021-04-27 07:12:00
"Ventilators",258,88,170,34.1,65.9,2021-04-27 07:12:00
"All Hospital Beds",3078,2502,576,81.3,18.7,2021-04-27 13:12:00
"ICU Beds",317,292,25,92.1,7.9,2021-04-27 13:12:00
"Ventilators",258,88,170,34.1,65.9,2021-04-27 13:12:00
"All Hospital Beds",3078,2502,576,81.3,18.7,2021-04-27 18:12:00
"ICU Beds",317,292,25,92.1,7.9,2021-04-27 18:12:00
"Ventilators",258,88,170,34.1,65.9,2021-04-27 18:12:00
"All Hospital Beds",3078,2502,576,81.3,18.7,2021-04-27 19:12:01
"ICU Beds",317,292,25,92.1,7.9,2021-04-27 19:12:01
"Ventilators",258,88,170,34.1,65.9,2021-04-27 19:12:01
"All Hospital Beds",3078,2502,576,81.3,18.7,2021-04-28 01:12:01
"ICU Beds",317,292,25,92.1,7.9,2021-04-28 01:12:01
"Ventilators",258,88,170,34.1,65.9,2021-04-28 01:12:01
"All Hospital Beds",3078,2502,576,81.3,18.7,2021-04-28 07:12:00
"ICU Beds",317,292,25,92.1,7.9,2021-04-28 07:12:00
"Ventilators",258,88,170,34.1,65.9,2021-04-28 07:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-28 13:12:01
"ICU Beds",317,295,22,93.1,6.9,2021-04-28 13:12:01
"Ventilators",258,87,171,33.7,66.3,2021-04-28 13:12:01
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-28 19:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-04-28 19:12:00
"Ventilators",258,87,171,33.7,66.3,2021-04-28 19:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-29 00:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-04-29 00:12:00
"Ventilators",258,87,171,33.7,66.3,2021-04-29 00:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-29 01:12:01
"ICU Beds",317,295,22,93.1,6.9,2021-04-29 01:12:01
"Ventilators",258,87,171,33.7,66.3,2021-04-29 01:12:01
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-29 07:12:01
"ICU Beds",317,295,22,93.1,6.9,2021-04-29 07:12:01
"Ventilators",258,87,171,33.7,66.3,2021-04-29 07:12:01
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-29 13:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-04-29 13:12:00
"Ventilators",258,87,171,33.7,66.3,2021-04-29 13:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-29 19:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-04-29 19:12:00
"Ventilators",258,87,171,33.7,66.3,2021-04-29 19:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-30 01:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-04-30 01:12:00
"Ventilators",258,87,171,33.7,66.3,2021-04-30 01:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-30 07:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-04-30 07:12:00
"Ventilators",258,87,171,33.7,66.3,2021-04-30 07:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-30 13:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-04-30 13:12:00
"Ventilators",258,87,171,33.7,66.3,2021-04-30 13:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-30 18:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-04-30 18:12:00
"Ventilators",258,87,171,33.7,66.3,2021-04-30 18:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-04-30 19:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-04-30 19:12:00
"Ventilators",258,87,171,33.7,66.3,2021-04-30 19:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-01 01:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-01 01:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-01 01:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-01 07:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-01 07:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-01 07:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-01 13:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-01 13:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-01 13:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-01 19:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-01 19:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-01 19:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-02 01:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-02 01:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-02 01:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-02 07:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-02 07:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-02 07:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-02 12:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-02 12:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-02 12:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-02 13:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-02 13:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-02 13:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-02 18:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-02 18:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-02 18:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-02 19:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-02 19:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-02 19:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-03 00:12:01
"ICU Beds",317,295,22,93.1,6.9,2021-05-03 00:12:01
"Ventilators",258,87,171,33.7,66.3,2021-05-03 00:12:01
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-03 01:12:01
"ICU Beds",317,295,22,93.1,6.9,2021-05-03 01:12:01
"Ventilators",258,87,171,33.7,66.3,2021-05-03 01:12:01
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-03 07:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-03 07:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-03 07:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-03 12:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-03 12:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-03 12:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-03 13:12:01
"ICU Beds",317,295,22,93.1,6.9,2021-05-03 13:12:01
"Ventilators",258,87,171,33.7,66.3,2021-05-03 13:12:01
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-03 18:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-03 18:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-03 18:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-03 19:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-03 19:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-03 19:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-04 01:12:01
"ICU Beds",317,295,22,93.1,6.9,2021-05-04 01:12:01
"Ventilators",258,87,171,33.7,66.3,2021-05-04 01:12:01
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-04 07:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-04 07:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-04 07:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-04 13:12:01
"ICU Beds",317,295,22,93.1,6.9,2021-05-04 13:12:01
"Ventilators",258,87,171,33.7,66.3,2021-05-04 13:12:01
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-04 18:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-04 18:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-04 18:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-04 19:12:01
"ICU Beds",317,295,22,93.1,6.9,2021-05-04 19:12:01
"Ventilators",258,87,171,33.7,66.3,2021-05-04 19:12:01
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-05 00:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-05 00:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-05 00:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-05 01:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-05 01:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-05 01:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-05 07:12:00
"ICU Beds",317,295,22,93.1,6.9,2021-05-05 07:12:00
"Ventilators",258,87,171,33.7,66.3,2021-05-05 07:12:00
"All Hospital Beds",3078,2514,564,81.7,18.3,2021-05-05 13:12:01
"ICU Beds",317,295,22,93.1,6.9,2021-05-05 13:12:01
"Ventilators",258,87,171,33.7,66.3,2021-05-05 13:12:01
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-05 19:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-05 19:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-05 19:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-06 01:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-06 01:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-06 01:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-06 07:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-06 07:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-06 07:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-06 13:12:01
"ICU Beds",317,294,23,92.7,7.3,2021-05-06 13:12:01
"Ventilators",258,71,187,27.5,72.5,2021-05-06 13:12:01
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-06 18:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-06 18:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-06 18:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-06 19:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-06 19:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-06 19:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-07 01:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-07 01:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-07 01:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-07 07:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-07 07:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-07 07:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-07 13:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-07 13:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-07 13:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-07 19:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-07 19:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-07 19:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-08 00:18:52
"ICU Beds",317,294,23,92.7,7.3,2021-05-08 00:18:52
"Ventilators",258,71,187,27.5,72.5,2021-05-08 00:18:52
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-08 01:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-08 01:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-08 01:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-08 07:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-08 07:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-08 07:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-08 12:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-08 12:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-08 12:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-08 13:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-08 13:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-08 13:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-08 19:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-08 19:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-08 19:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-09 01:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-09 01:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-09 01:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-09 07:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-09 07:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-09 07:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-09 13:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-09 13:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-09 13:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-09 18:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-09 18:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-09 18:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-09 19:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-09 19:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-09 19:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-10 00:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-10 00:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-10 00:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-10 01:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-10 01:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-10 01:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-10 07:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-10 07:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-10 07:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-10 13:12:01
"ICU Beds",317,294,23,92.7,7.3,2021-05-10 13:12:01
"Ventilators",258,71,187,27.5,72.5,2021-05-10 13:12:01
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-10 19:12:01
"ICU Beds",317,294,23,92.7,7.3,2021-05-10 19:12:01
"Ventilators",258,71,187,27.5,72.5,2021-05-10 19:12:01
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-11 00:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-11 00:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-11 00:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-11 01:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-11 01:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-11 01:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-11 07:12:01
"ICU Beds",317,294,23,92.7,7.3,2021-05-11 07:12:01
"Ventilators",258,71,187,27.5,72.5,2021-05-11 07:12:01
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-11 13:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-11 13:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-11 13:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-11 19:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-11 19:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-11 19:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-12 00:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-12 00:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-12 00:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-12 01:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-12 01:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-12 01:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-12 06:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-12 06:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-12 06:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-12 07:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-12 07:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-12 07:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-12 12:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-12 12:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-12 12:12:00
"All Hospital Beds",3078,2478,600,80.5,19.5,2021-05-12 13:12:00
"ICU Beds",317,294,23,92.7,7.3,2021-05-12 13:12:00
"Ventilators",258,71,187,27.5,72.5,2021-05-12 13:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-12 18:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-12 18:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-12 18:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-12 19:12:01
"ICU Beds",317,264,53,83.3,16.7,2021-05-12 19:12:01
"Ventilators",258,72,186,27.9,72.1,2021-05-12 19:12:01
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-13 00:12:01
"ICU Beds",317,264,53,83.3,16.7,2021-05-13 00:12:01
"Ventilators",258,72,186,27.9,72.1,2021-05-13 00:12:01
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-13 01:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-13 01:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-13 01:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-13 07:12:01
"ICU Beds",317,264,53,83.3,16.7,2021-05-13 07:12:01
"Ventilators",258,72,186,27.9,72.1,2021-05-13 07:12:01
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-13 13:12:02
"ICU Beds",317,264,53,83.3,16.7,2021-05-13 13:12:02
"Ventilators",258,72,186,27.9,72.1,2021-05-13 13:12:02
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-13 19:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-13 19:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-13 19:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-14 01:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-14 01:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-14 01:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-14 07:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-14 07:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-14 07:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-14 13:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-14 13:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-14 13:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-14 19:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-14 19:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-14 19:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-15 01:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-15 01:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-15 01:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-15 07:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-15 07:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-15 07:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-15 12:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-15 12:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-15 12:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-15 13:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-15 13:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-15 13:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-15 19:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-15 19:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-15 19:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-16 00:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-16 00:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-16 00:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-16 01:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-16 01:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-16 01:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-16 06:12:01
"ICU Beds",317,264,53,83.3,16.7,2021-05-16 06:12:01
"Ventilators",258,72,186,27.9,72.1,2021-05-16 06:12:01
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-16 07:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-16 07:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-16 07:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-16 12:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-16 12:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-16 12:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-16 13:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-16 13:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-16 13:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-16 18:12:01
"ICU Beds",317,264,53,83.3,16.7,2021-05-16 18:12:01
"Ventilators",258,72,186,27.9,72.1,2021-05-16 18:12:01
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-16 19:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-16 19:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-16 19:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-17 00:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-17 00:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-17 00:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-17 01:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-17 01:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-17 01:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-17 07:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-17 07:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-17 07:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-17 13:12:01
"ICU Beds",317,264,53,83.3,16.7,2021-05-17 13:12:01
"Ventilators",258,72,186,27.9,72.1,2021-05-17 13:12:01
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-17 18:12:01
"ICU Beds",317,264,53,83.3,16.7,2021-05-17 18:12:01
"Ventilators",258,72,186,27.9,72.1,2021-05-17 18:12:01
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-17 19:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-17 19:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-17 19:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-18 01:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-18 01:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-18 01:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-18 07:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-18 07:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-18 07:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-18 12:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-18 12:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-18 12:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-18 13:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-18 13:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-18 13:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-18 19:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-18 19:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-18 19:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-19 01:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-19 01:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-19 01:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-19 07:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-19 07:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-19 07:12:00
"All Hospital Beds",3078,2386,692,77.5,22.5,2021-05-19 13:12:00
"ICU Beds",317,264,53,83.3,16.7,2021-05-19 13:12:00
"Ventilators",258,72,186,27.9,72.1,2021-05-19 13:12:00
"All Hospital Beds",3079,2490,589,80.9,19.1,2021-05-19 19:12:00
"ICU Beds",317,289,28,91.2,8.8,2021-05-19 19:12:00
"Ventilators",258,77,181,29.8,70.2,2021-05-19 19:12:00
"All Hospital Beds",3079,2490,589,80.9,19.1,2021-05-20 12:12:01
"ICU Beds",317,289,28,91.2,8.8,2021-05-20 12:12:01
"Ventilators",258,77,181,29.8,70.2,2021-05-20 12:12:01
"All Hospital Beds",3079,2490,589,80.9,19.1,2021-05-20 18:12:00
"ICU Beds",317,289,28,91.2,8.8,2021-05-20 18:12:00
"Ventilators",258,77,181,29.8,70.2,2021-05-20 18:12:00
"All Hospital Beds",3079,2490,589,80.9,19.1,2021-05-21 13:12:00
"ICU Beds",317,289,28,91.2,8.8,2021-05-21 13:12:00
"Ventilators",258,77,181,29.8,70.2,2021-05-21 13:12:00
"All Hospital Beds",3079,2490,589,80.9,19.1,2021-05-21 18:12:00
"ICU Beds",317,289,28,91.2,8.8,2021-05-21 18:12:00
"Ventilators",258,77,181,29.8,70.2,2021-05-21 18:12:00
"All Hospital Beds",3079,2490,589,80.9,19.1,2021-05-21 19:12:00
"ICU Beds",317,289,28,91.2,8.8,2021-05-21 19:12:00
"Ventilators",258,77,181,29.8,70.2,2021-05-21 19:12:00
"All Hospital Beds",3079,2490,589,80.9,19.1,2021-05-22 00:12:00
"ICU Beds",317,289,28,91.2,8.8,2021-05-22 00:12:00
"Ventilators",258,77,181,29.8,70.2,2021-05-22 00:12:00
"All Hospital Beds",3079,2490,589,80.9,19.1,2021-05-22 01:12:00
"ICU Beds",317,289,28,91.2,8.8,2021-05-22 01:12:00
"Ventilators",258,77,181,29.8,70.2,2021-05-22 01:12:00
"All Hospital Beds",3079,2490,589,80.9,19.1,2021-05-22 07:12:00
"ICU Beds",317,289,28,91.2,8.8,2021-05-22 07:12:00
"Ventilators",258,77,181,29.8,70.2,2021-05-22 07:12:00
